scorer,DLC_Resnet50_MAIN-SIDE #1Jun10shuffle1_snapshot_best-310,DLC_Resnet50_MAIN-SIDE #1Jun10shuffle1_snapshot_best-310,DLC_Resnet50_MAIN-SIDE #1Jun10shuffle1_snapshot_best-310,DLC_Resnet50_MAIN-SIDE #1Jun10shuffle1_snapshot_best-310,DLC_Resnet50_MAIN-SIDE #1Jun10shuffle1_snapshot_best-310,DLC_Resnet50_MAIN-SIDE #1Jun10shuffle1_snapshot_best-310,DLC_Resnet50_MAIN-SIDE #1Jun10shuffle1_snapshot_best-310,DLC_Resnet50_MAIN-SIDE #1Jun10shuffle1_snapshot_best-310,DLC_Resnet50_MAIN-SIDE #1Jun10shuffle1_snapshot_best-310,DLC_Resnet50_MAIN-SIDE #1Jun10shuffle1_snapshot_best-310,DLC_Resnet50_MAIN-SIDE #1Jun10shuffle1_snapshot_best-310,DLC_Resnet50_MAIN-SIDE #1Jun10shuffle1_snapshot_best-310,DLC_Resnet50_MAIN-SIDE #1Jun10shuffle1_snapshot_best-310,DLC_Resnet50_MAIN-SIDE #1Jun10shuffle1_snapshot_best-310,DLC_Resnet50_MAIN-SIDE #1Jun10shuffle1_snapshot_best-310,DLC_Resnet50_MAIN-SIDE #1Jun10shuffle1_snapshot_best-310,DLC_Resnet50_MAIN-SIDE #1Jun10shuffle1_snapshot_best-310,DLC_Resnet50_MAIN-SIDE #1Jun10shuffle1_snapshot_best-310
bodyparts,toe,toe,toe,MTP,MTP,MTP,ankle,ankle,ankle,knee,knee,knee,hip,hip,hip,iliac_crest,iliac_crest,iliac_crest
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
850,99.97359,187.92236,0.049235895,80.506165,181.9001,0.055847824,1913.1177,119.4802,0.05097642,1794.2496,185.97543,0.15243003,1758.8632,140.51146,0.5090385,1852.5652,133.32567,0.48797432
851,99.951416,187.85739,0.075202286,80.41593,181.65672,0.061707154,1913.0876,120.80613,0.07333017,1793.6018,185.76328,0.15921135,1754.5828,140.80531,0.53968996,1838.21,129.30402,0.48846462
852,99.7299,188.7795,0.052031532,85.392815,180.11569,0.06062266,99.66827,144.91335,0.06814685,1794.6931,186.5889,0.120092794,1749.0294,143.85548,0.5170865,1838.2733,129.76614,0.5178269
853,99.48277,189.30719,0.07853455,81.362885,182.50995,0.076904975,99.88359,144.85048,0.081805766,1780.5995,186.65565,0.1276329,1753.6583,140.27756,0.54458755,1823.8323,124.48349,0.39717397
854,99.61518,188.44478,0.06487818,80.41172,182.38612,0.07218603,1915.9758,118.68152,0.040427532,1787.8148,185.84921,0.1043699,1748.4049,141.69077,0.51514524,1837.171,130.93106,0.4365189
855,99.72773,189.16841,0.15663603,76.00379,184.61804,0.15858096,100.66087,144.05898,0.08447322,1794.442,186.03154,0.1276321,1746.5127,139.8583,0.48795244,1836.6709,132.15054,0.4359457
856,100.050285,188.53209,0.09059344,75.34215,185.42212,0.059099145,97.45612,144.2677,0.057058547,1779.4213,185.9207,0.12518747,1742.1056,139.19139,0.5899426,1836.5786,132.97572,0.5146647
857,100.099754,188.60167,0.05566883,80.765945,181.65297,0.040207494,1914.2472,123.95543,0.03975336,1771.7389,185.9377,0.13491657,1739.0134,138.88023,0.645222,1835.7611,132.61955,0.5065261
858,99.723755,188.55978,0.04532183,86.70068,178.94603,0.029170252,1909.1406,123.82324,0.051219985,1772.0217,185.80708,0.1095964,1738.3158,137.95793,0.6073718,1820.875,127.63513,0.50217366
859,99.850105,188.49512,0.05540376,93.15417,141.1763,0.035791013,1905.1375,128.2957,0.14004411,1779.2034,186.28221,0.106440164,1733.9402,138.55138,0.5765128,1813.4021,127.246056,0.5203446
860,100.07502,188.45737,0.041801896,93.53228,140.91006,0.03725051,1901.8025,125.82008,0.100866094,1778.5381,186.29346,0.12445904,1730.767,139.21948,0.6083841,1819.7751,130.18718,0.4839111
861,99.92431,188.22073,0.035970546,93.791115,140.07129,0.03290839,1899.5885,125.26453,0.0919563,1777.306,185.60014,0.12686275,1728.7035,136.71207,0.5910199,1819.5718,130.73547,0.4935134
862,99.887665,188.32607,0.050663088,1754.6322,90.59715,0.041688565,1898.023,126.02716,0.11118066,1754.8293,185.8774,0.112384506,1725.6947,137.42175,0.54147714,1822.8186,132.3504,0.5228563
863,100.14767,188.8942,0.06539677,1753.8094,89.92714,0.033315383,1746.3774,75.34794,0.051191412,1756.8593,186.4377,0.13393565,1728.8627,136.8312,0.57907087,1805.4044,125.45829,0.5601811
864,99.933365,188.67122,0.054867286,1753.0918,89.75784,0.048353598,98.25387,141.6544,0.059709124,1748.4324,185.50354,0.145663,1725.7078,133.318,0.5949947,1804.8545,124.53025,0.51335377
865,99.92291,188.36008,0.039102614,1912.1617,145.25414,0.04189747,1888.8336,130.12773,0.26824424,1755.2355,185.43654,0.11618468,1719.0701,138.03627,0.5360086,1804.573,124.43248,0.5973024
866,100.09098,187.6837,0.06175861,1912.6339,147.23064,0.13539706,1886.1146,130.16988,0.5401726,1739.1334,184.49829,0.14491063,1716.4315,135.2612,0.51411265,1796.9501,123.07039,0.5801868
867,101.488464,188.55585,0.109914586,1902.1678,141.50845,0.061458535,1883.8276,130.15431,0.19293287,1736.541,185.81288,0.25048783,1716.7917,134.31667,0.5755211,1796.5792,124.18505,0.6271881
868,100.07526,187.98482,0.06808942,1736.9266,90.27608,0.037710108,1885.8866,135.48883,0.11682506,1735.7407,185.90619,0.20119707,1714.805,133.57983,0.6275309,1782.264,118.3527,0.5434123
869,100.90611,188.501,0.09347166,91.24409,180.74721,0.04345227,99.264206,144.76004,0.075517364,1734.6359,185.17546,0.15182455,1710.9465,133.01114,0.6006959,1787.0787,122.83713,0.5468409
870,100.93339,188.73334,0.10547628,85.9554,180.39691,0.056803294,105.021576,143.35684,0.11961513,1733.1759,185.53189,0.18304671,1708.7009,133.23183,0.5568861,1787.4078,124.090904,0.5657459
871,100.282,187.34097,0.06636615,80.20187,180.92906,0.041340467,1877.8131,140.19989,0.17786612,1738.8108,185.71588,0.16559397,1708.2725,130.82648,0.58016634,1786.6587,124.557884,0.62175584
872,100.05858,188.01862,0.075515814,80.286644,180.48096,0.047353175,1876.1798,146.72272,0.08611201,1733.1737,185.64104,0.15228732,1706.7292,129.3111,0.5317431,1779.4886,123.812164,0.54880226
873,101.112976,188.34787,0.07557466,80.42242,180.58951,0.042051427,1874.3934,150.04231,0.1013436,1732.365,185.5442,0.22762154,1705.4216,125.34145,0.56454533,1767.3628,116.55113,0.5680419
874,100.769745,188.55241,0.06673043,1900.4868,159.55907,0.08573887,1872.3239,151.45781,0.24619877,1733.4922,185.67566,0.13933717,1699.715,133.22491,0.55573905,1766.4656,117.23212,0.58827937
875,100.73999,188.80942,0.08719723,1900.273,159.7906,0.062928155,1871.566,154.13663,0.28429863,1734.2587,186.42032,0.23351504,1698.0587,131.62247,0.63127285,1767.189,116.60685,0.5855844
876,100.564,188.61546,0.08973317,80.59443,180.77393,0.04550055,1868.589,155.75943,0.21718985,1732.7836,185.69978,0.20303921,1694.6805,131.21884,0.61470807,1766.4161,116.98928,0.59427685
877,100.54503,188.559,0.054068323,1881.4965,159.60588,0.06134099,1864.5372,157.98862,0.19365017,1732.1334,185.33348,0.18692183,1689.7477,131.95381,0.53439206,1765.2856,114.996925,0.6393962
878,100.582245,188.11139,0.057684757,1886.655,167.24599,0.08131903,1862.3608,160.8058,0.2889349,1731.9124,186.51042,0.23519355,1689.5688,130.64575,0.5325046,1762.8209,115.133705,0.6040215
879,1917.6458,168.88918,0.055822533,1890.3718,166.59467,0.2214397,1859.6339,162.94221,0.55039555,1731.3395,186.09674,0.18050875,1689.7863,128.0827,0.50793207,1763.3793,116.144196,0.57120657
880,101.20142,188.70346,0.0809389,80.47316,180.87839,0.042216063,1856.3811,162.62408,0.33803916,1732.2794,185.1455,0.18203233,1686.9777,126.25051,0.5510735,1761.885,115.51066,0.5425711
881,100.1838,188.36002,0.07839607,1869.8132,168.46342,0.057973523,1853.6464,164.59348,0.29849407,1732.0719,185.19626,0.20525838,1686.4202,125.25882,0.56956196,1763.59,116.561966,0.52663374
882,100.33721,188.17412,0.068851486,1870.0566,167.68768,0.0705342,1850.14,164.16316,0.17440237,1731.703,185.8381,0.27240598,1684.5775,125.6915,0.5832514,1756.7318,116.59931,0.5085662
883,100.369125,188.198,0.07740868,1879.366,159.51923,0.037870713,1846.0996,163.52043,0.18398087,1730.7135,185.55441,0.18165852,1682.549,126.044876,0.6064459,1757.2621,118.83324,0.5240207
884,100.38204,188.24733,0.080450036,1871.6011,164.4516,0.05051898,1845.0349,162.95093,0.26612544,1731.2202,185.21892,0.21006534,1681.357,126.561584,0.57070273,1742.2246,107.86483,0.5361562
885,100.90537,188.93454,0.05957769,1880.0475,158.31364,0.032746136,1841.5538,164.04277,0.2944028,1731.1956,184.62401,0.28412896,1679.7421,127.16381,0.58536273,1768.7632,125.61618,0.50286907
886,100.84668,188.73843,0.040133223,1886.1857,155.24704,0.06960261,1838.4546,164.10104,0.33928236,1731.4991,184.90561,0.18481378,1679.1564,124.04299,0.5266312,1767.0895,124.399864,0.52346087
887,100.920815,187.94304,0.043890417,1856.2985,169.96873,0.08450077,1833.9596,163.14436,0.39283273,1719.3822,184.32124,0.18270616,1678.8146,122.25166,0.5338436,1767.5079,126.128426,0.5247736
888,1699.3744,125.371376,0.037761785,1704.6862,76.68983,0.038526677,1831.4465,162.30421,0.14214182,1718.624,184.69756,0.16460016,1671.3849,125.03926,0.49599144,1754.8324,120.240875,0.49994454
889,100.30883,188.29787,0.044084717,1876.3517,155.92857,0.046179388,1829.6405,162.45454,0.23790552,89.05354,128.10982,0.28703147,1668.2556,127.87897,0.5289945,1754.426,116.06698,0.51353204
890,1903.3557,154.28535,0.03174707,1880.0607,147.5374,0.06559149,1826.261,162.61215,0.18516658,1717.5298,185.11288,0.2410851,1668.0271,128.15457,0.56510097,1754.7389,118.21552,0.48393488
891,1902.2759,153.92686,0.03898782,1878.8348,147.06451,0.048885856,1824.1519,147.56323,0.049141787,1725.9646,184.19608,0.2550979,1669.4207,124.41313,0.58781856,1733.6368,108.37865,0.50168526
892,1894.0023,149.75146,0.10131,1862.8422,162.85956,0.051492985,1821.195,162.95978,0.18225332,1731.9409,185.63072,0.14031895,1670.2642,122.485344,0.6285989,1732.6444,107.15501,0.525036
893,1892.3257,149.08948,0.11746751,1868.1447,154.19365,0.0723965,1819.0476,162.70128,0.28285363,1717.9055,184.37444,0.14989029,1669.8533,123.10902,0.5741945,1732.8594,106.146484,0.5522449
894,1888.4104,147.75955,0.0397783,1817.9126,161.57976,0.04495962,1816.4104,162.838,0.13975863,89.59923,128.87476,0.17378893,1668.8455,122.96953,0.5420934,1729.6562,105.139725,0.6014303
895,1888.3975,150.0749,0.14247371,1856.4592,158.42183,0.08012788,1813.6216,163.43126,0.32094762,1719.0293,184.59183,0.16436954,1669.4005,122.30721,0.51096183,1728.1478,104.74126,0.63367784
896,1884.3936,150.48128,0.14386478,1859.0564,156.0234,0.083950825,1812.5371,164.12885,0.27629936,1718.853,183.83698,0.19186431,1668.4725,121.23643,0.52606463,1728.0105,105.68434,0.65677893
897,1883.2021,150.65176,0.061838455,1860.0737,152.6328,0.0481102,1809.8208,164.86987,0.17039596,1740.3322,190.47742,0.10265813,1667.3638,118.90347,0.6351883,1727.1237,104.30358,0.68408906
898,1876.9847,152.24635,0.08105938,1853.3801,156.25594,0.09619975,1807.4205,165.5914,0.18646441,89.294586,128.00648,0.17258754,1665.2749,119.10311,0.54226863,1728.5614,104.83781,0.62986565
899,1874.6289,151.45428,0.092707135,1864.5647,159.9489,0.051732324,1804.7357,165.82948,0.15290359,1703.639,184.25517,0.10670626,1667.8793,117.82263,0.6005494,1725.905,103.88557,0.65620947
900,1873.8367,151.3578,0.092378065,1864.5552,160.06395,0.047294334,1802.0846,166.64867,0.10532756,1739.93,190.72401,0.10566671,1664.5363,117.69397,0.5863647,1725.4128,104.42237,0.63268065
901,1870.9836,151.08267,0.052789353,15.7853155,50.790253,0.041412182,1797.3254,167.92888,0.08239058,1733.6462,190.52719,0.1352548,1664.3673,117.80368,0.6171209,1725.1849,103.92275,0.6858051
902,1866.9894,150.44113,0.04743184,1851.2603,147.85562,0.036663406,1795.1266,167.55086,0.06369791,1732.7306,190.42598,0.14588733,1663.5265,116.952896,0.65136796,1725.1362,104.88241,0.71329224
903,1863.5862,154.47821,0.069474414,1838.0905,160.6079,0.053476833,1793.4554,168.79236,0.071999244,1732.6832,191.33571,0.20337191,1661.2487,117.66985,0.71304834,1725.2358,104.72403,0.71554077
904,1859.7175,149.43611,0.053160805,1829.8871,165.65857,0.065611996,1792.4036,169.78624,0.06852688,1732.7463,191.25871,0.10830927,1660.438,116.76776,0.7440161,1724.5983,104.02013,0.74379027
905,1858.0475,154.5289,0.06705842,1830.2191,166.15526,0.08091137,1789.5756,170.64284,0.16014059,1695.0629,182.50848,0.08138486,1661.952,117.91732,0.70774627,1720.6656,103.20619,0.7366919
906,1855.6293,153.75328,0.06688245,1836.5055,163.09874,0.09831844,1788.3179,170.2973,0.22008355,1733.999,190.5252,0.11266105,1662.1372,117.94508,0.681384,1723.2336,102.37669,0.78111386
907,1854.4551,147.0768,0.047483478,1835.8353,163.96129,0.058603372,1784.557,169.6494,0.057914577,1686.5918,182.4406,0.08084324,1662.1101,117.53785,0.6795596,1722.6945,103.51767,0.81685704
908,1852.7065,148.9447,0.0661911,1807.6322,170.78131,0.08081412,1782.8413,170.95523,0.15194573,1726.0793,189.19418,0.10473255,1663.7461,116.90214,0.67977786,1722.6019,102.42633,0.86659336
909,1848.5922,150.25955,0.058081284,1807.8159,169.70895,0.0946701,1781.4576,170.73016,0.14915562,1720.729,188.66151,0.12687148,1665.0272,114.10384,0.71468085,1719.5184,100.02461,0.86948097
910,1846.7118,150.04361,0.07303704,1816.166,168.86688,0.11928587,1780.8322,170.80013,0.13701181,90.07959,126.83455,0.091973215,1663.5923,115.47114,0.7404723,1718.5885,100.97302,0.90651965
911,1844.2507,157.64116,0.08399598,1813.3606,168.8128,0.099728666,1777.5669,170.46127,0.08732668,1678.6569,182.07536,0.0935577,1663.595,116.86641,0.7464445,1718.2295,99.941605,0.88714147
912,1842.9117,159.20459,0.1333707,1812.5458,168.43887,0.115954906,1775.9032,170.70317,0.117646255,91.154465,128.60762,0.10689946,1663.3665,116.26765,0.7968975,1717.1378,98.92356,0.9227242
913,1840.5549,160.6836,0.1631977,1812.483,168.3878,0.1421804,1774.9106,171.57054,0.17394038,83.57422,125.4167,0.11067832,1662.5294,115.9499,0.7794252,1716.3798,98.47834,0.9163227
914,1838.5592,162.14911,0.09123671,1811.3243,168.01065,0.1626715,1773.0085,172.20891,0.21641593,91.09573,129.05438,0.18278919,1661.5635,115.11611,0.77141726,1716.5963,98.20081,0.9081831
915,1835.4319,163.19792,0.051506333,1809.813,168.12233,0.083184145,1769.5958,172.58006,0.14256771,1678.3264,172.26398,0.08332534,1660.233,115.16004,0.80240667,1715.6063,99.92789,0.87080306
916,1833.9247,162.74295,0.09329634,1806.4084,170.18692,0.16377214,1768.0566,173.06145,0.24786411,1679.1141,178.66222,0.22624554,1661.2166,114.927895,0.8177372,1715.3635,98.6841,0.9144231
917,1832.3096,162.33635,0.08154003,1806.71,169.3674,0.16708617,1766.2114,172.74052,0.2405399,1669.5415,171.6065,0.08853294,1660.8595,114.98593,0.81719255,1715.9484,98.7299,0.90608925
918,1829.8265,145.84502,0.05868978,1797.9503,169.4517,0.10249784,1763.6055,170.88025,0.10167899,1668.58,171.33615,0.09649883,1658.9196,113.99251,0.82533294,1714.9738,97.65168,0.89162725
919,1827.4674,160.34245,0.09172169,1796.0508,169.27121,0.096996106,1761.938,171.26819,0.057430863,1657.6046,175.62567,0.11843827,1656.9932,114.69172,0.81775594,1714.0623,98.470566,0.8492939
920,1826.5514,146.50842,0.048566725,1795.4065,168.35597,0.092719235,1912.0729,67.04883,0.055234488,1661.6218,175.19028,0.25345692,1658.8075,113.915726,0.8773342,1713.1748,98.18346,0.8780408
921,1823.0684,162.49123,0.055037398,1788.235,169.86398,0.0815134,1758.7087,171.44798,0.10334463,1668.8136,170.61636,0.10207658,1658.5695,113.7701,0.8365962,1712.4097,97.54539,0.9098455
922,1909.6019,155.3448,0.10868382,1909.3564,150.03967,0.07739016,1757.7599,170.55986,0.10953216,1657.0687,177.3829,0.1792151,1657.7694,113.27964,0.83719796,1712.0441,98.14978,0.89996904
923,1818.9376,162.8876,0.15792994,1789.4684,169.79362,0.096121036,1753.1449,171.12624,0.11808993,1657.223,178.20532,0.289608,1657.5286,113.19244,0.8239185,1710.9968,97.93033,0.92306113
924,1819.4282,165.37534,0.12249126,1789.558,169.51047,0.123228975,1752.0979,171.54623,0.11769329,1663.3759,177.28773,0.1523182,1655.2737,113.81289,0.8498336,1708.484,96.5011,0.9388873
925,1814.1235,159.16966,0.04873141,1783.4391,168.81436,0.1020106,1751.1692,171.35794,0.0967323,1656.3452,178.019,0.15112214,1654.3221,113.83928,0.9094752,1705.6066,98.11766,0.96080256
926,1812.2104,159.94273,0.10049507,1789.3728,168.12524,0.15091343,1750.144,170.70477,0.17578296,1669.8116,178.15665,0.14542678,1652.4913,113.50378,0.8868042,1705.0385,98.76598,0.97598267
927,1810.4427,159.99115,0.18679874,1780.0728,167.67049,0.09795638,1747.7972,169.42438,0.060209047,1667.9352,174.09196,0.26830083,1653.6658,112.651955,0.8639755,1705.7957,97.07065,0.9617685
928,1809.8547,162.06476,0.112532884,1782.3239,165.66797,0.099191055,1746.7994,170.56024,0.059743803,1675.8954,173.49696,0.22089532,1655.3999,113.57433,0.8566667,1706.4451,98.2023,0.9073948
929,1807.2922,161.31633,0.095785625,1790.0594,156.8869,0.073520176,1746.0233,170.10567,0.044747893,1667.8844,173.52386,0.25597113,1652.4451,113.05048,0.8248527,1704.8429,98.12308,0.8783139
930,1804.8489,161.10858,0.07017461,1788.5624,156.54388,0.07651475,1744.7251,170.29031,0.094131395,1676.0502,174.31944,0.15488614,1651.9539,113.82513,0.84422094,1704.0303,98.77962,0.8883789
931,1802.8263,159.8658,0.12105405,1773.5277,169.20952,0.15651348,1744.2112,171.09944,0.20264867,1667.7909,170.94252,0.10237447,1649.7787,113.95886,0.8161307,1703.7916,99.98752,0.84461963
932,1802.9009,159.08423,0.06394179,1774.2115,167.82231,0.117754616,1742.3585,170.35936,0.1560975,1660.06,174.31203,0.23113278,1647.8748,114.84493,0.81023264,1702.363,98.71486,0.80400246
933,1799.5458,157.41518,0.07354732,1774.1616,167.5281,0.100334354,1739.0526,169.6128,0.102089345,1666.454,175.4174,0.22621985,1647.8395,115.56991,0.8130624,1699.945,100.51295,0.8892689
934,1798.1735,156.39687,0.10042236,1775.4598,164.51068,0.13927476,1740.5804,169.59203,0.16231884,1657.8425,179.81317,0.1659287,1647.5929,115.79381,0.8116879,1699.9158,100.74895,0.88322866
935,1796.5793,154.85913,0.0979331,1774.6974,162.8366,0.1328416,1881.1742,139.36075,0.1946282,1670.2727,177.00577,0.14557967,1644.7733,116.68163,0.7914749,1699.7349,101.25642,0.847483
936,1795.6821,153.79689,0.1253199,1866.4978,162.46475,0.17517616,1878.9841,140.53625,0.39950994,1656.4122,180.81989,0.1558743,1643.9949,116.296486,0.8207899,1699.0505,101.31771,0.8037696
937,1794.6388,152.8913,0.3125751,1865.1635,164.09193,0.21200834,1878.4493,140.13129,0.46162802,1670.0021,178.18248,0.13469934,1643.9746,116.82508,0.8008072,1697.2806,100.88689,0.9114522
938,1792.6747,151.86714,0.44505057,1774.0507,158.95596,0.23704189,1733.7394,166.8358,0.46822616,1657.4298,180.87692,0.16929312,1643.5707,115.92696,0.8136491,1695.8132,99.648506,0.91174126
939,1791.93,151.19916,0.48806575,1774.0995,156.91626,0.26951775,1733.8264,165.3531,0.51003695,1662.9907,178.95285,0.11962385,1643.1425,116.297485,0.82272136,1694.182,99.26594,0.9540262
940,1790.2949,150.2568,0.60231894,1773.0431,155.22249,0.32158762,1732.9144,164.91373,0.6109539,1657.2761,177.68379,0.06698569,1642.178,117.257515,0.78032595,1692.0183,99.56967,0.9397082
941,1789.5023,150.72815,0.44521934,1770.2714,153.97557,0.26062444,1731.9545,163.79623,0.5121573,1664.6239,182.74907,0.10864465,1640.7072,116.85201,0.78388697,1691.6337,98.23161,0.95655
942,1788.6428,148.42453,0.3498444,1769.1655,153.26476,0.2448591,1731.9543,162.77293,0.44426516,1663.0997,179.06374,0.09648482,1640.3503,117.01136,0.742911,1689.3552,99.046745,0.90742975
943,1786.4265,147.41675,0.43131945,1767.9412,152.65616,0.33883756,1729.7103,160.31859,0.53710365,1657.7517,182.10832,0.17181633,1640.6194,117.69319,0.73617506,1685.8169,98.80132,0.90528226
944,1784.6692,146.484,0.40101174,1763.0352,155.64597,0.42564836,1727.6732,159.25696,0.47893327,1664.8751,182.70837,0.06371004,1638.7125,118.72965,0.71592647,1686.8243,100.70067,0.91183037
945,1782.9943,142.57718,0.20957427,1761.3362,152.7198,0.2580827,1725.47,157.44998,0.31956092,1664.0381,183.15372,0.0979228,1637.3132,119.31378,0.72558063,1686.6525,101.95932,0.9115701
946,1783.2367,141.38844,0.17500983,1761.132,152.16422,0.25442713,1726.9869,156.14018,0.36049005,1672.4276,187.42226,0.0690953,1637.8297,120.38151,0.7234456,1686.1603,100.89236,0.90824145
947,1781.26,141.59523,0.17385642,1762.0088,151.25536,0.21179372,1864.0889,124.57883,0.3674481,1634.3142,179.53627,0.06634502,1636.1946,120.64461,0.7320129,1684.2334,102.04349,0.89393294
948,1850.7173,162.21437,0.11533381,1849.5028,151.74023,0.2036782,1863.1605,124.02282,0.50108564,1671.5164,183.517,0.050113123,1636.8695,119.926834,0.73883986,1683.1653,101.70602,0.9464083
949,1849.857,160.5704,0.08538934,1848.617,152.0662,0.16144076,1863.1245,124.38142,0.49233064,1634.3027,178.77116,0.05826645,1635.5631,119.6656,0.7469736,1681.0656,102.99384,0.9434694
950,1776.9219,136.7092,0.10612022,1761.3037,140.06683,0.12858216,1864.5854,122.374954,0.2722198,1634.3618,178.36069,0.054243345,1635.7922,119.77786,0.7277201,1681.4902,101.09814,0.9036485
951,1776.872,135.79655,0.085356265,1760.0793,138.55743,0.07691739,1863.8469,122.36228,0.24901699,1634.8568,179.2311,0.07138089,1635.8535,119.61337,0.7417462,1679.6136,101.30765,0.94712925
952,99.379364,189.08896,0.055726666,1757.1956,137.6446,0.0965248,1863.206,121.152626,0.14242323,91.70083,128.64485,0.09669577,1635.8938,119.699554,0.7337008,1678.8422,101.09062,0.9481972
953,99.27166,189.04239,0.040780768,1758.535,136.1933,0.08889486,1864.6924,119.69206,0.12902866,1672.1042,187.883,0.0742771,1635.7405,121.01032,0.7360227,1678.4948,101.501,0.92825836
954,99.5955,189.97205,0.09606385,1755.8517,135.95665,0.087779306,1713.1494,141.38773,0.13343559,1634.6425,180.28152,0.064664856,1633.6449,121.67082,0.6568734,1674.2507,99.44737,0.91385543
955,100.00022,189.42949,0.062449414,82.10442,183.87634,0.06330459,1866.9406,119.60262,0.09676184,1634.1029,180.46037,0.08278873,1633.4277,122.75984,0.6200637,1674.297,100.835464,0.9324698
956,1776.6428,133.43086,0.04590431,15.953532,50.333557,0.06538887,1867.2191,120.17624,0.110316396,98.98966,131.08548,0.09550886,1633.6711,122.9773,0.59133714,1676.5306,98.94385,0.86603034
957,1769.0721,123.29782,0.035686597,1763.3287,106.74018,0.06131001,1865.4365,118.535545,0.23873998,1677.0098,183.8131,0.07272147,1634.1838,123.47664,0.58923745,1675.2705,98.16078,0.90381503
958,1775.245,133.62129,0.047630124,91.80749,185.10365,0.06792094,1860.5376,117.854965,0.24966152,1648.2288,181.40018,0.07540678,1633.8743,124.23079,0.577887,1674.6003,99.66716,0.87156427
959,99.533806,189.98119,0.058897555,1839.2456,144.03186,0.09690888,1856.3496,116.28493,0.6282706,1675.5983,188.23239,0.0913057,1634.0278,126.10399,0.55569035,1675.6759,102.45623,0.8234763
960,99.31073,189.80339,0.05492831,1835.9707,135.00026,0.124464504,1855.6455,114.089424,0.562494,1648.7289,182.23499,0.07079378,1633.3676,126.39422,0.52206707,1672.0311,100.59221,0.81384224
961,99.66438,189.03783,0.039196566,1834.2906,135.3474,0.177223,1853.297,114.0113,0.6540555,1676.706,188.49821,0.08502364,1631.4135,127.04315,0.43629763,1669.5507,100.326836,0.79204834
962,99.93872,188.96416,0.05304228,1835.4288,132.03107,0.19471204,1852.7365,112.17742,0.4696226,112.785706,109.787384,0.077942856,1631.4453,127.743904,0.40705365,1668.0325,100.62023,0.7767804
963,99.88933,188.90077,0.05008018,1834.3142,133.41278,0.1894518,1851.8574,112.37775,0.4717999,1675.9734,189.00731,0.095584616,1631.0343,128.44252,0.40599272,1666.3496,100.570206,0.76448125
964,1768.6913,118.075424,0.039953593,1834.1611,132.99115,0.17633289,1848.9188,113.47921,0.46870872,1903.7183,67.93036,0.09995587,1631.0236,128.56398,0.40372992,1665.9941,101.89068,0.79041487
965,1768.7402,122.33083,0.08858243,1834.615,132.63031,0.18115081,1847.1953,112.7525,0.4459146,1903.9117,67.59004,0.0990252,1631.8405,130.30197,0.40678838,1668.5594,105.562004,0.71821135
966,1767.5911,119.22578,0.08374207,1834.0668,133.19048,0.19850168,1846.9598,111.8229,0.49606836,1903.5162,67.62737,0.1231435,1630.8097,129.81662,0.39877492,1666.1583,103.1516,0.73249114
967,1836.9503,142.58707,0.09567512,1833.6467,134.50461,0.23064342,1845.3323,111.13714,0.61966324,1903.715,67.94156,0.14483316,1630.8638,130.55446,0.3650469,1666.1163,102.66003,0.67347634
968,1837.5295,142.84767,0.084210515,1835.0619,135.25833,0.19755055,1844.7224,111.083,0.66600835,1910.5034,73.48363,0.11411823,1632.0988,129.60326,0.41940305,1666.5815,102.82505,0.74938756
969,1837.7891,142.96445,0.088423796,1835.0504,135.47546,0.20821008,1844.8314,111.226906,0.7115072,98.180084,131.74173,0.13540451,1632.3397,128.1364,0.4284442,1667.312,103.35272,0.7768636
970,1837.7295,143.5083,0.09491241,1835.5215,135.68367,0.25782034,1844.435,110.859215,0.77685654,1910.0658,72.34119,0.13317895,1632.0543,138.11118,0.40976334,1668.9545,104.30655,0.7532284
971,1837.4518,143.86174,0.10277038,1835.505,135.5519,0.2566419,1844.6877,110.72585,0.72614926,1909.8838,73.1333,0.12636477,1634.8301,127.156425,0.49250033,1672.0253,102.36615,0.74441725
972,1837.819,143.77664,0.09494239,1835.7754,135.67505,0.22054838,1844.9647,111.750595,0.6980259,98.65312,131.02763,0.1297216,1632.7261,138.40015,0.44874543,1671.2443,105.013626,0.7206713
973,1837.8936,143.24124,0.08811708,1835.257,134.24277,0.22757962,1845.3425,111.559204,0.56673026,1903.5392,68.00871,0.10858315,1632.7666,139.05399,0.4818091,1671.8607,108.389824,0.6807272
974,1839.0806,143.41023,0.08061171,1836.2751,133.44193,0.20316051,1846.3868,111.45593,0.48293805,1903.2107,81.16974,0.13472722,1632.2482,138.72607,0.41168118,1670.7039,105.660095,0.6644636
975,1837.7302,145.88872,0.04696862,1837.6677,133.30432,0.097293265,1848.0819,111.51396,0.37029603,1903.8922,75.21199,0.10136819,1632.6815,138.81221,0.4337599,1670.9331,107.89401,0.73144823
976,1842.0251,151.5468,0.25957435,1839.0797,136.68768,0.1792864,1848.322,112.84872,0.761649,1904.0394,68.314354,0.12394174,1631.8901,138.29503,0.43080774,1671.68,104.1497,0.73692703
977,1841.6313,151.62067,0.072422005,1838.991,136.36897,0.104279935,1851.5713,114.018616,0.62808204,1904.6821,67.92108,0.08844447,1632.8279,137.88474,0.46580514,1672.3691,107.27309,0.7772983
