scorer,DLC_Resnet50_MAIN-SIDE #1Jun10shuffle1_snapshot_best-310,DLC_Resnet50_MAIN-SIDE #1Jun10shuffle1_snapshot_best-310,DLC_Resnet50_MAIN-SIDE #1Jun10shuffle1_snapshot_best-310,DLC_Resnet50_MAIN-SIDE #1Jun10shuffle1_snapshot_best-310,DLC_Resnet50_MAIN-SIDE #1Jun10shuffle1_snapshot_best-310,DLC_Resnet50_MAIN-SIDE #1Jun10shuffle1_snapshot_best-310,DLC_Resnet50_MAIN-SIDE #1Jun10shuffle1_snapshot_best-310,DLC_Resnet50_MAIN-SIDE #1Jun10shuffle1_snapshot_best-310,DLC_Resnet50_MAIN-SIDE #1Jun10shuffle1_snapshot_best-310,DLC_Resnet50_MAIN-SIDE #1Jun10shuffle1_snapshot_best-310,DLC_Resnet50_MAIN-SIDE #1Jun10shuffle1_snapshot_best-310,DLC_Resnet50_MAIN-SIDE #1Jun10shuffle1_snapshot_best-310,DLC_Resnet50_MAIN-SIDE #1Jun10shuffle1_snapshot_best-310,DLC_Resnet50_MAIN-SIDE #1Jun10shuffle1_snapshot_best-310,DLC_Resnet50_MAIN-SIDE #1Jun10shuffle1_snapshot_best-310,DLC_Resnet50_MAIN-SIDE #1Jun10shuffle1_snapshot_best-310,DLC_Resnet50_MAIN-SIDE #1Jun10shuffle1_snapshot_best-310,DLC_Resnet50_MAIN-SIDE #1Jun10shuffle1_snapshot_best-310
bodyparts,toe,toe,toe,MTP,MTP,MTP,ankle,ankle,ankle,knee,knee,knee,hip,hip,hip,iliac_crest,iliac_crest,iliac_crest
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
427,103.499626,185.22531,0.06674077,70.484085,176.5089,0.06415204,7.313611,161.99785,0.04137631,1819.1244,186.28322,0.150129,1788.7382,137.19598,0.5543587,1856.2906,112.7134,0.47750583
428,97.17462,187.80249,0.0648054,70.022606,174.37492,0.097738616,5.9030294,162.70012,0.057742596,1818.6991,186.5624,0.15114343,1788.9185,136.72725,0.569499,1860.231,113.10155,0.45215663
429,97.56297,187.38795,0.15660982,80.12552,176.44939,0.083834864,77.26507,141.45596,0.044916127,1818.7614,185.77864,0.12376359,1786.5636,137.927,0.50460577,1850.2317,113.04498,0.44920146
430,98.475464,186.14583,0.27306253,71.50041,174.89966,0.163501,76.90926,140.81105,0.06661848,1826.392,186.86398,0.14014633,1787.753,138.31989,0.50224847,1860.9926,113.14461,0.5055452
431,98.30022,186.93109,0.26868793,71.73985,176.82835,0.1284384,4.406739,159.48886,0.05611693,1825.0627,185.85468,0.14970367,1787.2186,137.76964,0.50290436,1861.1038,113.254166,0.50899273
432,99.29316,186.80971,0.14842859,80.836266,174.04189,0.06325095,113.961945,155.06853,0.0410982,4.04373,142.61304,0.13431075,1787.2234,138.54256,0.5361162,1855.2101,112.57473,0.48051754
433,4.0036745,171.52463,0.046698187,71.958824,176.784,0.046501964,116.00075,154.4157,0.059450958,1818.794,185.33626,0.13412282,1787.503,136.83868,0.5536868,1862.4015,115.89026,0.46946007
434,101.99321,188.29703,0.055444244,74.25281,176.6041,0.048095807,115.5965,155.38638,0.061152495,1819.3823,185.74574,0.14474894,1787.9858,138.36179,0.559191,1861.704,114.09367,0.48194945
435,102.37178,188.26921,0.10762256,88.838264,176.6823,0.06601496,115.69105,154.45107,0.072243705,1825.9573,185.51788,0.12732102,1786.6636,137.44511,0.5322789,1861.6655,112.77438,0.5038067
436,102.05197,187.9619,0.06361171,83.98027,173.63005,0.071635365,115.96683,154.56781,0.07909638,1826.2229,185.77557,0.11898843,1788.1823,137.47987,0.5034821,1860.7714,112.36186,0.47516236
437,101.65282,188.57922,0.07788085,85.7649,172.92831,0.07536955,130.94553,146.88168,0.15738557,1825.6237,185.69196,0.12926635,1786.8489,138.08371,0.49783677,1862.9047,113.42878,0.5103562
438,100.93207,187.94557,0.09752927,85.9274,165.18703,0.08287684,131.88515,145.16946,0.18569303,1841.9298,186.30794,0.12453608,1781.9088,139.91367,0.5236195,1868.8564,116.789,0.5213973
439,101.47501,188.4082,0.083936825,86.4334,165.10179,0.07500338,130.85713,142.75665,0.11348527,1826.3359,186.1567,0.123429306,1779.2747,140.69234,0.5260814,1862.5048,113.46618,0.50363266
440,101.33544,186.89877,0.05892162,87.31125,164.96312,0.05312955,133.2378,142.35793,0.158181,1842.9587,186.73225,0.104103,1776.3365,140.04112,0.5675867,1855.3541,110.66224,0.521127
441,102.568695,183.60434,0.09404739,100.20501,165.79266,0.05519405,106.3544,159.6409,0.052952632,20.889748,122.07786,0.15900132,1784.7094,135.3145,0.55588,1861.3315,107.05548,0.5832583
442,100.331276,177.91751,0.08673735,86.229706,164.83438,0.0733213,105.36931,161.49039,0.053033467,1826.7086,185.90646,0.12128735,1786.1356,136.66599,0.57119775,1860.9515,111.19734,0.54351276
443,101.23975,176.9104,0.09443738,100.63534,164.50859,0.06516626,105.20539,162.30244,0.04105212,1819.0017,184.21796,0.110070616,1787.0416,136.12212,0.5577178,1862.659,111.530464,0.5843365
444,101.927895,176.77135,0.109850146,99.8477,166.51645,0.063760586,104.77893,163.03618,0.03178859,1811.2217,184.38712,0.12654956,1785.8759,134.04291,0.6645651,1868.6982,111.940414,0.5689326
445,101.87462,176.20012,0.21567897,98.824234,166.22588,0.12645426,43.83574,157.4653,0.2884267,1819.1832,183.64757,0.111344665,1786.2345,135.23409,0.5946124,1868.0372,111.749405,0.5804409
446,103.35025,175.63199,0.15028268,100.4501,165.59001,0.08439225,106.65789,163.85666,0.03516114,1804.0436,182.58096,0.0879473,1785.1516,134.29604,0.55541366,1852.5631,110.60532,0.504061
447,105.51631,175.47522,0.091506064,101.17641,167.12395,0.047798093,108.34519,164.17365,0.030817477,1810.5956,173.64201,0.10410742,1787.5841,133.88931,0.5849759,1861.5809,111.33726,0.5353539
448,104.80503,181.11427,0.056991387,88.44609,174.27037,0.031148538,1679.6964,118.43527,0.022698719,1810.9807,173.45702,0.10545384,1787.6124,132.51297,0.58433217,1860.6615,110.64861,0.5583165
449,109.16922,178.32706,0.04372226,89.0331,171.56778,0.026642328,106.67099,164.24341,0.02284389,1773.4355,181.64265,0.10014623,1788.5889,134.64615,0.5594536,1867.062,111.65445,0.5272824
450,109.002045,174.47072,0.05754821,1694.3307,111.62407,0.02886929,1748.0652,169.89395,0.020495456,1803.0471,182.49493,0.08919949,1788.0625,135.7578,0.51156014,1866.9965,111.83032,0.5002305
451,108.88553,175.23288,0.07921518,1833.8702,116.80115,0.02316575,106.41806,165.66135,0.025243795,1795.1775,181.96649,0.120322056,1782.0577,134.64702,0.56925106,1867.9615,112.30898,0.5375557
452,109.58461,177.00778,0.076011434,91.01417,176.83109,0.033003576,80.11325,175.2473,0.0346261,1810.415,174.23117,0.09715105,1785.7869,132.42888,0.57888275,1866.4199,110.41685,0.5825502
453,102.7515,181.49284,0.1039352,1693.5928,110.94479,0.034337413,106.192924,171.27312,0.048071206,138.28827,122.28807,0.107669294,1787.7048,134.32803,0.48967704,1866.9733,110.27576,0.53720546
454,102.88881,183.47997,0.17442419,77.06889,182.32893,0.045932174,76.251526,174.58455,0.049640752,140.687,123.60848,0.12125895,1787.1111,134.90147,0.49902835,1867.2163,110.4509,0.5740984
455,101.569786,184.2445,0.11355159,98.061516,178.90091,0.03041955,100.71062,162.95833,0.061018154,1772.4551,179.89073,0.118446395,1803.537,124.11079,0.5361366,1868.3971,109.91024,0.5924407
456,101.230965,187.37271,0.21555017,77.244804,183.62277,0.06291886,98.994644,159.80734,0.055997178,1773.0873,180.4421,0.14353196,1801.9038,123.59471,0.48226312,1867.3091,110.11674,0.5679401
457,101.87167,188.23898,0.29613355,77.38057,184.32358,0.10240797,74.07704,179.6398,0.047268048,142.36086,119.47662,0.103942566,1780.9749,135.35521,0.49003872,1869.0656,110.25692,0.56712973
458,101.80782,187.85434,0.32759643,78.39171,184.12201,0.13386735,73.96631,179.53247,0.056886565,1745.7214,178.5318,0.1196488,1803.4635,123.666595,0.49508092,1867.6516,109.262764,0.60307467
459,102.05016,188.25742,0.41724882,81.15956,184.54459,0.20491245,74.11839,181.02242,0.114831224,1756.8611,180.04196,0.10685705,1803.8524,123.93717,0.5348644,1867.6704,110.87373,0.5119639
460,101.99926,188.81087,0.4468308,81.8507,185.54295,0.27560994,72.2765,181.78061,0.18935566,139.08601,123.32752,0.115262195,1786.876,134.8271,0.48747018,1867.9744,110.65322,0.5334788
461,102.05549,188.5557,0.41230196,81.94724,186.15546,0.27216443,72.46278,182.26978,0.15317704,1757.1289,179.8942,0.089921385,1787.7178,135.99638,0.44454458,1869.3097,113.69311,0.52803844
462,101.8496,188.35228,0.33098006,81.61288,186.25726,0.23383193,72.79415,182.2069,0.11422111,1843.0618,185.3522,0.092374265,1781.7336,135.34625,0.47544137,1868.6078,112.86845,0.4883952
463,102.26394,188.75012,0.37439233,81.24713,185.47684,0.172543,72.37152,180.65414,0.062218875,1842.2987,185.57457,0.09128305,1787.1113,134.77596,0.50984675,1868.825,111.61126,0.5287698
464,102.928246,189.48059,0.40424526,81.75755,185.39392,0.22864716,72.33743,180.11275,0.08722997,1804.6874,181.71748,0.09947708,1801.7255,125.137085,0.49257788,1867.1222,111.05491,0.5201657
465,102.7269,189.32973,0.36166406,81.485466,185.39989,0.2251495,72.32976,179.9553,0.056768395,1772.9697,181.36673,0.09248839,1785.3815,135.98262,0.50390047,1866.7251,112.137886,0.5481662
466,102.021515,188.34627,0.34774417,81.14297,185.95715,0.24375588,73.459366,185.45747,0.064530164,1786.1849,180.79527,0.12276888,1785.0149,134.84714,0.4545608,1867.5515,110.27839,0.57468075
467,102.234146,188.71677,0.3690437,81.41759,185.36774,0.23979622,74.07569,185.25644,0.056387592,1743.803,179.27618,0.11131254,1785.4689,133.60855,0.49976373,1867.0956,111.28465,0.5040846
468,102.115295,188.51605,0.32916954,81.46276,185.79022,0.22461529,73.72824,185.45728,0.07825244,1811.8799,174.1618,0.09910007,1784.8835,135.78358,0.48602363,1868.0486,112.118,0.57051563
469,101.85281,188.48091,0.3304155,81.22528,186.04578,0.20528002,73.91657,185.41653,0.07285026,1842.8463,185.59052,0.089830585,1787.0647,135.17265,0.46156892,1867.3855,105.7451,0.5727505
470,101.80339,188.32625,0.28074652,81.44851,186.04744,0.1699995,73.697136,186.17087,0.08367983,1811.0911,173.4726,0.08051936,1785.6254,135.56398,0.5350339,1867.5435,111.07991,0.60074717
471,102.08474,187.98016,0.3441799,81.956055,185.96356,0.21460468,72.131744,182.16537,0.12346262,1843.6061,186.58507,0.09979476,1784.6979,136.6754,0.52514416,1867.5646,112.23018,0.5821408
472,101.94449,188.07956,0.33384556,82.23554,186.1096,0.20921277,73.089874,185.82498,0.0928247,1843.4683,185.98047,0.08701901,1784.1481,135.56453,0.530942,1867.8176,112.155685,0.5446541
473,102.437096,189.01033,0.3507315,82.66076,186.04938,0.20894863,73.79765,185.69513,0.099557385,1759.216,181.52992,0.1058601,1780.296,136.48784,0.54388183,1870.1052,112.04118,0.5904332
474,102.611595,189.063,0.33142713,81.999916,187.2032,0.24468634,71.96394,181.68616,0.11311025,1780.7793,182.02324,0.13042693,1786.257,137.13947,0.45324442,1870.9343,110.139694,0.6047227
475,102.86795,189.31477,0.37026125,81.41152,186.89262,0.24182639,72.381256,181.13985,0.13653377,1787.5566,183.22833,0.10431939,1785.3623,134.60397,0.5610977,1869.6995,108.630714,0.63299745
476,103.47472,189.15817,0.4484642,83.92315,187.26439,0.3080532,71.96799,181.61652,0.21300003,1810.9366,173.44513,0.08008825,1787.8121,134.44289,0.55512965,1868.6151,109.97918,0.623192
477,103.332985,189.3476,0.44893834,82.88816,187.21382,0.30472663,72.2306,180.85562,0.19729601,1802.9564,181.86725,0.09855816,1785.3507,135.21762,0.5388803,1872.2404,109.26459,0.59481364
478,102.74921,189.0624,0.33188117,80.94265,186.925,0.19181511,72.63762,180.47772,0.10699721,1850.0957,183.43645,0.10722186,1786.0294,135.30557,0.5295326,1871.7449,111.845055,0.5038829
479,102.73403,188.93845,0.33345404,81.99782,187.28993,0.22692794,72.17497,180.79297,0.108420864,1842.647,185.91898,0.12416071,1785.5331,137.3024,0.506963,1869.8495,110.656586,0.60500264
480,102.9706,189.05026,0.36475825,81.55352,186.84648,0.2526723,71.936295,180.274,0.105367064,1842.2079,185.32683,0.09306288,1788.8368,137.47675,0.4647443,1870.1422,108.09297,0.67755586
481,102.73999,189.22166,0.32636726,82.55063,185.40031,0.1769259,74.00365,179.86162,0.058791228,1802.2941,179.20428,0.10727587,1786.3483,133.78844,0.5798392,1868.4025,110.495224,0.6015288
482,102.910164,189.55202,0.41309163,80.84938,186.87785,0.2529304,72.928314,179.49925,0.08790317,1803.5604,182.52336,0.13248771,1789.2941,131.9444,0.64099175,1868.5363,109.6397,0.6214098
483,102.74513,189.27464,0.46158066,80.17577,186.84036,0.25142255,72.940025,179.0563,0.09503861,1795.3357,182.42488,0.12680772,1788.7362,133.06912,0.5959694,1869.9142,110.46955,0.596565
484,103.241974,189.6149,0.5224953,79.965454,186.63017,0.28637338,73.28591,179.42912,0.10141327,144.39867,128.83878,0.11314851,1790.4546,133.39735,0.5519205,1870.0399,109.812325,0.71349853
485,102.93602,189.55437,0.49912804,80.01776,187.02061,0.32476473,72.5793,178.58235,0.1278629,1819.9132,165.63885,0.1028765,1789.8287,132.79138,0.5691985,1869.8735,110.88555,0.6727488
486,102.97569,189.49306,0.4359393,79.90946,186.31546,0.24850817,72.70043,179.1092,0.08444307,1801.7516,178.71304,0.09955963,1788.0564,135.36139,0.4928474,1871.0524,111.18934,0.6572294
487,103.02717,189.6325,0.42266208,81.07529,186.60689,0.2738501,73.19657,178.74875,0.12216775,1811.7783,173.97993,0.111676306,1804.5955,133.21678,0.46797094,1872.5391,110.46801,0.62599266
488,103.025024,189.37236,0.46302852,81.087204,186.51993,0.305339,74.13052,178.0144,0.1019226,1803.9036,181.47406,0.10440306,1789.7261,136.54045,0.48796877,1869.8677,109.32238,0.7452735
489,102.86886,189.32378,0.44420603,81.15297,186.40497,0.28518167,73.7719,178.18495,0.09049896,1819.8665,185.49579,0.14020976,1802.1176,133.98593,0.4661221,1871.3981,108.46573,0.65754753
490,102.79751,189.71938,0.47972775,81.02721,185.78276,0.31586492,75.04234,172.61661,0.08931388,1819.7042,185.51886,0.11297698,1785.67,137.26825,0.512103,1870.3007,110.13736,0.6214968
491,102.70645,189.71535,0.4818188,81.14792,185.63715,0.30293974,75.48897,172.75037,0.09726635,1810.7863,186.10724,0.15020211,1788.4257,137.51869,0.51804155,1869.6117,111.079636,0.5406483
492,102.51405,190.14313,0.48326227,81.29653,185.48181,0.2870157,76.05871,173.17274,0.09425773,1803.4702,181.86205,0.13639688,1800.5751,134.5998,0.4802165,1869.5684,110.79444,0.5307197
493,102.216225,189.69656,0.3202433,81.36949,185.6384,0.16137262,75.786545,173.55315,0.060477454,1803.038,180.00163,0.09869061,1787.8011,137.01343,0.47075763,1871.4172,112.27775,0.55465513
494,102.168686,189.65627,0.3257446,81.573204,186.3329,0.19534813,75.67169,174.0816,0.11288147,1820.3862,165.48367,0.10119354,1784.0891,141.63641,0.44377688,1871.3481,111.81143,0.5892121
495,102.14236,190.04837,0.3767358,81.810524,186.1334,0.20690471,74.64484,177.8473,0.06804727,1820.1776,165.52155,0.09841807,1800.6096,133.56647,0.44314775,1870.4171,109.05113,0.59727323
496,101.84259,189.92294,0.3865164,80.98163,185.36456,0.2519973,105.66204,139.80252,0.077606134,147.2973,131.09677,0.12009966,1788.7572,138.65971,0.50642157,1868.5322,111.19675,0.5606988
497,101.65074,189.90358,0.35239434,81.499725,184.83649,0.2243725,103.82989,153.45377,0.08159365,148.6,132.2704,0.20026593,1788.132,139.37355,0.5030566,1867.767,111.968285,0.5794252
498,101.30312,188.70775,0.3306231,81.03809,185.39479,0.21982132,1691.218,119.73082,0.06350782,1774.6613,181.96222,0.08970368,1792.9177,136.56126,0.51673687,1868.4244,111.11045,0.5159833
499,101.227776,189.61082,0.23134395,82.06399,185.51572,0.1347501,1691.9291,119.13672,0.055804893,1802.0267,180.3648,0.113160506,1793.4781,137.72409,0.5210673,1870.9093,112.09702,0.49544203
500,101.42467,189.50249,0.2272321,80.91808,186.02692,0.17646271,74.83808,178.37473,0.054691706,1818.7485,185.04472,0.09932811,1794.9705,136.90817,0.5716718,1868.5923,109.88346,0.63713384
501,100.61805,188.54332,0.17445138,83.95118,185.32457,0.18583529,75.55633,178.51198,0.06433482,1811.5062,185.88002,0.102437735,1794.5867,137.18185,0.573977,1867.0532,111.96774,0.57027936
502,100.971504,188.71664,0.2580393,80.920265,186.24426,0.21672325,75.299614,178.2212,0.058499508,1842.3763,186.58176,0.09146439,1796.0961,137.23126,0.54451925,1867.7223,113.29008,0.576933
503,100.98121,188.83612,0.28775758,80.52069,186.54897,0.21773821,74.74761,178.8584,0.050600223,1802.6007,180.77713,0.11398206,1791.7302,140.1305,0.54874945,1871.6829,109.903854,0.63649035
504,100.6067,188.3454,0.22919494,80.61231,186.22495,0.19252864,74.49368,179.06847,0.04934208,1801.2971,180.86021,0.112945676,1795.913,136.96408,0.53377426,1869.5453,111.03806,0.58043253
505,100.912674,188.52908,0.30787647,79.60272,186.05951,0.21949911,74.04881,178.41968,0.050283063,1810.7297,185.65923,0.108660966,1791.6138,142.74852,0.53641456,1870.7686,111.395706,0.5565075
506,101.23111,189.3747,0.31042403,80.20076,186.5371,0.21761844,73.937935,178.9475,0.058821924,1819.787,186.01968,0.10962451,1796.7115,136.60738,0.59888303,1868.7037,110.20512,0.63452274
507,101.21766,189.10963,0.24819699,80.40864,185.8668,0.16317922,74.67822,178.17632,0.044153165,1789.7864,183.44727,0.100571424,1796.8254,136.36734,0.5650167,1869.4403,109.83335,0.6119473
508,100.45172,188.05719,0.2622221,80.74875,186.34857,0.17467712,74.39171,178.05615,0.0545777,154.69128,132.97803,0.1319765,1796.3096,136.80573,0.55381954,1870.784,110.84656,0.55664957
509,100.89507,188.74107,0.22564477,79.8365,186.05815,0.1567602,75.29554,173.87453,0.06179967,154.76436,133.38277,0.18741082,1794.9994,136.05136,0.5877114,1869.6505,110.24977,0.5731554
510,100.61393,188.54924,0.23443376,80.37675,186.11613,0.14634284,87.78141,175.83647,0.04615923,154.76683,135.20308,0.21008924,1794.4565,135.9263,0.59108055,1868.9985,110.78568,0.5987655
511,100.38188,187.49806,0.22974083,80.509384,185.9785,0.18447341,73.97076,178.44539,0.08702868,154.86545,135.57806,0.1186182,1795.2063,136.37265,0.56922805,1867.5884,112.30218,0.55836225
512,100.48218,187.5365,0.24790862,79.9287,185.87395,0.19027163,73.19769,178.32585,0.06424962,1810.7365,185.33418,0.14573626,1795.0195,135.76094,0.60304826,1870.3049,110.90071,0.5435832
513,100.81032,188.81636,0.21681674,81.29065,186.38551,0.1373346,74.2274,179.5866,0.06986542,1819.342,180.32368,0.10019879,1795.8291,136.97078,0.58659256,1870.3156,112.29271,0.50963223
514,100.49271,188.09781,0.2628692,79.53153,186.58057,0.17323124,73.91902,179.46957,0.06426657,1803.5587,181.34146,0.1441498,1790.9004,140.7211,0.5901298,1870.9606,113.067924,0.51515615
515,100.99143,188.3969,0.2728852,79.61232,186.7269,0.20816332,74.01205,179.3501,0.06955519,1810.136,184.43613,0.14798927,1794.9475,136.11732,0.594002,1868.5583,111.49274,0.5389209
516,101.17292,188.3946,0.3344466,80.42721,187.13844,0.24445765,73.69236,179.81255,0.096545726,1804.846,182.24924,0.11703954,1793.5238,137.85976,0.58713293,1870.4744,113.092674,0.5167049
517,101.01557,188.26578,0.31620443,79.4561,186.89023,0.23672538,73.9594,179.37674,0.0672434,1818.9266,180.0239,0.101105236,1793.6023,137.3989,0.56478304,1870.7452,112.4002,0.47997603
518,100.923386,187.90956,0.2707621,80.14071,186.49751,0.2037381,74.1233,179.75604,0.090010434,1803.2577,181.18054,0.108008616,1794.9427,137.03416,0.5456384,1879.2821,112.55642,0.5634395
519,100.743965,188.03632,0.19357398,80.83812,186.67722,0.12572253,74.908264,180.76266,0.078797236,1802.8079,181.26103,0.11077661,1793.2645,135.79733,0.56235,1884.5165,113.2481,0.50077826
520,100.79136,188.41774,0.22069146,82.90592,185.02718,0.12898247,74.3783,179.44627,0.03668049,1811.6555,186.68765,0.12171061,1794.1388,135.31761,0.6151004,1870.4248,109.04639,0.5074307
521,101.05162,188.60722,0.29906914,79.78616,186.30144,0.17920475,74.27146,179.30931,0.06230218,1819.3246,181.24927,0.10749097,1795.7429,136.42177,0.564488,1870.2621,109.72209,0.48682874
522,101.40033,189.64842,0.28312135,80.9631,186.77716,0.15447804,73.83849,179.4788,0.069874845,1819.4742,181.03079,0.12274988,1800.2454,135.9246,0.5940847,1870.518,110.22822,0.5512896
523,101.1265,189.44966,0.26169223,80.49958,186.24889,0.1362265,74.59414,179.24243,0.0383479,1802.0702,180.98752,0.12132771,1795.8339,135.84528,0.52747196,1869.499,111.871025,0.49146253
524,101.10074,188.85645,0.21130745,80.77813,185.79182,0.10789475,1697.4292,125.62367,0.06797293,1820.6069,165.71402,0.10875421,1799.2643,136.54596,0.5296077,1884.5878,114.67249,0.544655
525,101.296234,189.041,0.24651302,80.05687,186.35435,0.1408707,1698.9071,125.39822,0.0896272,1820.791,165.18083,0.104858786,1801.6322,136.33391,0.52328724,1884.2366,114.36147,0.5115019
526,101.23687,189.22212,0.28433242,80.62697,186.03766,0.1368285,1699.5867,120.55097,0.050796457,1827.0858,185.79492,0.10973941,1801.765,136.39969,0.5901199,1878.7191,111.63293,0.59455657
527,101.12876,189.03392,0.23448949,79.61522,186.07103,0.11850713,1699.7595,120.32381,0.05390455,1818.2845,180.26662,0.11561372,1800.835,137.05475,0.5729602,1885.972,114.59141,0.5364113
528,101.07771,188.9258,0.19520356,80.90767,185.72533,0.10769654,1699.5468,125.536514,0.12345611,1826.3497,186.64041,0.10613327,1803.1896,136.63774,0.5482919,1878.4619,110.7774,0.54965186
529,101.05473,188.86378,0.19012518,81.11888,185.95282,0.10363834,1699.3634,124.632065,0.0682211,1818.6403,181.2409,0.12555449,1801.7855,137.88933,0.52032596,1885.3531,113.2434,0.5284315
530,100.898506,188.86797,0.18476991,80.800095,185.55524,0.09408857,1699.7344,124.53707,0.06669297,1802.963,181.65273,0.11959882,1793.0665,141.74023,0.5071977,1886.3452,111.71811,0.5239206
531,101.18049,189.13753,0.19341114,80.46167,185.26477,0.098499276,1703.0032,120.55164,0.055608153,1820.6616,165.19633,0.10613634,1801.1315,137.04953,0.54934925,1884.8401,114.667534,0.5442203
532,101.210785,189.63333,0.34062913,80.51675,185.42546,0.14291695,1701.5885,123.86173,0.09029162,1820.3661,164.9883,0.121549845,1802.8545,139.72935,0.50120604,1886.1991,114.53743,0.49488792
533,100.4605,188.32997,0.20664264,82.99935,184.73898,0.12876019,1701.9845,124.024345,0.079983056,1819.791,180.82268,0.11157752,1802.295,139.05675,0.5129114,1886.0461,115.393394,0.514599
534,100.653244,188.47389,0.25523707,79.881744,185.7995,0.17387877,1700.2007,125.828865,0.06476513,1821.1143,165.5608,0.10509023,1803.0131,137.61539,0.5618151,1885.8632,113.85615,0.53650975
535,100.805176,188.47174,0.2791415,82.94389,184.65451,0.2021063,75.1651,178.3004,0.07625925,1826.6666,187.17506,0.11183396,1802.6741,138.18494,0.5410331,1884.4623,111.55651,0.5368002
536,100.733284,188.44702,0.28381887,79.82619,186.09816,0.21096875,75.31285,178.53398,0.094625525,1820.4998,165.53746,0.11526509,1802.8458,137.94629,0.5784449,1883.7266,111.703064,0.5569664
537,101.144875,188.732,0.31907448,79.72817,185.71324,0.20620139,75.37663,178.54343,0.07668777,1820.0,180.89532,0.10431666,1802.1316,138.35535,0.527126,1886.6301,114.69668,0.51026374
538,101.011765,188.53793,0.30199498,79.724915,185.69429,0.18142131,75.396515,178.29645,0.07271814,1819.8198,181.0403,0.123273015,1799.6499,141.87148,0.5333092,1887.7113,114.86334,0.48669305
539,100.76089,188.62782,0.30883673,80.20465,186.10275,0.15539825,1701.5995,125.94646,0.069472276,1.7689419,150.68452,0.13398209,1801.9846,139.31116,0.51966006,1887.1375,114.18291,0.5141551
540,100.97822,188.71373,0.3440587,79.196,185.99698,0.19453126,1702.0765,125.87461,0.08660151,1826.7704,186.7312,0.12596339,1805.2018,141.4015,0.5290228,1885.7853,114.63123,0.5431411
541,101.0591,189.74666,0.33758026,80.19205,185.667,0.20758212,75.49883,178.95079,0.063761726,153.59796,130.19373,0.16224635,1803.9456,140.66376,0.51045835,1884.5413,112.77905,0.5368964
542,100.65761,188.67378,0.27096093,79.75551,185.40773,0.16128746,1702.0957,126.006004,0.071133494,1820.4845,181.42961,0.12153903,1803.5928,138.196,0.5487696,1884.9031,113.58121,0.56736594
543,100.81739,189.76256,0.30507243,81.5919,186.17133,0.17536387,75.874664,178.51932,0.06480599,1828.3088,187.06335,0.121589676,1803.4634,137.65985,0.5635163,1883.5936,111.03161,0.5611993
544,100.9421,188.45576,0.2615865,81.1875,186.2508,0.16153991,1702.3153,125.60508,0.055451225,1819.0886,182.23729,0.14396802,1805.028,138.02107,0.60418266,1884.821,114.00961,0.53838074
545,100.70962,189.55136,0.23447476,81.65636,185.66689,0.11869555,1702.9689,126.08354,0.07199443,1827.5942,186.96011,0.14464614,1805.2389,138.04843,0.5826328,1885.256,113.90817,0.58241975
546,100.56502,189.78363,0.205875,81.8806,185.84323,0.10914135,77.3357,177.85121,0.042770155,1819.7412,181.39442,0.10832046,1805.0491,138.34729,0.56370294,1888.8766,113.09144,0.56069624
547,100.56642,189.77577,0.16553646,81.44007,185.67572,0.10319768,77.13093,178.08049,0.03492789,1819.6858,182.50836,0.12829451,1804.1447,136.98593,0.6061118,1885.7104,114.13636,0.5114585
548,101.030304,188.701,0.2948833,80.16087,185.08374,0.1976121,76.26721,177.70828,0.055780813,1820.9945,165.77655,0.12099713,1804.1512,138.0995,0.5750672,1884.423,112.264305,0.55418605
549,101.00074,188.48872,0.28195685,79.4752,185.3656,0.18437456,75.43417,177.80685,0.04757382,1828.8922,186.41261,0.09536468,1803.9619,138.58939,0.50725716,1885.3302,115.09544,0.5626874
550,100.822784,188.45335,0.29760963,78.88324,185.35355,0.15970126,75.322044,178.00116,0.047051743,1820.8785,181.27406,0.09617246,1805.8145,139.75781,0.5936333,1888.5309,115.41396,0.51854086
551,100.857994,188.72823,0.2691111,79.30841,185.09572,0.14641665,75.72168,177.8232,0.04427057,1828.4485,186.01054,0.11853561,1805.3655,137.30902,0.5770741,1888.6637,114.75246,0.51102066
552,100.90075,189.57729,0.2584489,80.26838,185.44429,0.13209866,76.535164,173.28601,0.039381884,1827.909,186.73257,0.11483303,1805.6504,137.17299,0.628689,1886.8116,115.667435,0.49844334
553,101.204735,189.79152,0.25834244,79.9697,185.86008,0.12658773,76.15658,172.94144,0.057072293,1828.5616,186.28403,0.10558556,1805.4164,137.24329,0.6198358,1889.1962,114.95202,0.5242392
554,100.91866,189.76819,0.28173044,79.62237,186.09642,0.123286836,76.215515,173.02681,0.057301983,1844.3445,186.848,0.100332476,1804.7712,137.16026,0.5878974,1889.1936,114.61486,0.49644646
555,100.96998,189.81815,0.33987215,77.50136,185.99475,0.17086631,75.28803,177.72801,0.05976031,1776.308,180.87341,0.10048272,1805.1727,138.65602,0.5487429,1889.2446,115.43458,0.48497614
556,101.04357,189.57079,0.26557708,79.9924,186.0243,0.11659614,74.78426,178.60825,0.037990715,1774.0254,182.07468,0.1150849,1804.2606,137.68066,0.56900215,1887.427,112.68327,0.46945843
